id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
5743,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_2
34632,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
44888,0,1,0,1,1,0,0,1,0,0,8,0,1,0,0,2,0,4,0,1,0,4,0,0,0,0,0,2,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,2,0,0,7,0,5,0,3,0,0,3,0,0,0,0,0,1,1,9,0,1,0,4,2,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,6,1,1,0,0,0,0,0,1,0,Class_6
35998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_6
12753,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,Class_2
17741,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,10,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,Class_2
41202,0,0,8,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,2,1,0,10,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,1,0,8,0,0,0,9,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_6
35559,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,Class_6
21547,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,6,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,1,4,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,0,0,Class_3
12412,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_2
17887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,Class_2
44417,1,1,23,5,0,0,2,0,1,2,10,0,2,2,0,6,2,2,1,0,1,6,0,0,1,0,3,2,1,0,1,0,0,1,5,2,1,10,0,0,0,1,1,8,1,2,0,2,22,0,2,0,3,28,2,0,0,1,1,2,4,1,0,2,5,4,0,0,0,5,0,1,1,0,2,1,2,0,1,24,0,17,1,1,0,0,0,1,10,1,0,1,0,Class_6
47760,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,4,0,0,0,0,4,0,3,3,2,0,3,0,0,0,2,0,1,4,1,2,0,1,0,0,3,0,0,0,1,0,1,2,0,0,0,0,3,0,2,0,0,0,9,0,0,2,3,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Class_7
3592,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Class_2
46506,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,Class_7
10435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,Class_2
686,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_1
56339,1,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Class_8
5051,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,Class_2
49628,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,2,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,11,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,3,0,0,0,Class_8
56962,6,0,1,0,0,0,0,1,1,2,0,1,30,3,0,6,1,3,0,1,2,6,0,2,3,0,0,0,2,0,0,0,7,1,0,2,0,1,0,1,3,2,0,2,0,0,0,1,1,0,0,0,6,6,1,0,0,0,1,1,0,18,0,1,1,1,4,0,0,2,0,0,0,0,1,0,9,0,3,0,0,0,0,0,0,2,0,0,2,1,0,3,0,Class_9
58223,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Class_9
25548,1,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Class_3
33118,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Class_6
56524,0,0,1,1,0,0,1,0,0,4,1,0,0,0,0,0,0,2,0,4,0,0,0,15,0,1,0,0,0,0,0,2,1,0,0,3,0,1,0,2,0,0,0,0,0,1,1,4,0,3,0,0,0,1,0,0,3,0,0,1,0,1,0,2,0,0,6,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Class_8
16854,0,0,0,0,0,0,1,0,0,0,0,1,0,3,21,7,0,1,0,1,2,6,0,4,0,1,1,0,0,0,0,0,6,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,1,0,0,3,4,0,0,2,0,13,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,Class_2
45808,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,2,6,0,0,0,0,0,1,18,0,0,0,0,0,0,1,8,1,1,1,0,1,4,0,1,0,0,0,1,6,0,0,2,0,2,0,0,0,1,0,0,0,8,0,4,0,1,0,4,0,0,7,0,6,4,1,0,2,0,2,5,0,7,6,0,0,0,29,0,1,0,1,0,0,4,0,0,0,Class_7
45849,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,8,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,1,Class_7
52485,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,10,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_8
13102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Class_2
13548,0,0,1,0,0,0,1,0,1,0,1,0,1,3,1,5,0,1,0,0,0,2,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,2,1,14,0,3,1,0,0,0,0,5,0,0,0,2,1,8,0,0,0,1,0,1,0,4,1,1,0,0,1,0,0,0,0,2,0,4,0,1,0,0,0,7,0,0,0,0,0,1,0,1,6,0,0,0,0,Class_2
4983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,Class_2
20194,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_3
18502,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_3
14687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_2
39581,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
17188,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_2
29569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_5
41272,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,3,0,0,4,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
32650,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,4,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0,0,0,1,0,0,0,4,0,1,2,0,1,0,2,1,0,0,0,0,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,Class_6
56822,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,19,0,8,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Class_8
57833,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_9
24453,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,Class_3
53864,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,1,1,3,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,Class_8
39407,0,0,0,4,0,0,0,0,0,0,3,0,2,2,0,2,0,9,0,1,0,4,0,1,1,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,37,0,4,2,0,0,0,2,1,0,0,1,5,0,0,2,0,0,10,0,4,1,1,0,3,0,0,0,2,0,0,0,3,0,1,0,0,4,2,1,0,1,0,0,0,2,2,3,0,0,1,1,Class_6
61427,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,8,0,1,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,Class_9
47371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Class_7
843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,3,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,Class_1
1940,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_2
16092,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,Class_2
43518,0,3,1,2,0,0,0,0,0,0,8,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,2,0,0,2,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,Class_6
22765,1,0,0,0,0,0,0,0,0,0,0,0,1,2,21,7,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,11,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,Class_3
3827,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Class_2
11984,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,Class_2
2448,0,0,0,0,0,1,1,2,0,1,0,0,0,0,3,3,0,1,1,2,0,2,3,2,4,2,0,0,0,0,2,0,0,1,2,0,3,4,5,2,2,1,7,5,2,0,0,0,2,5,0,2,0,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,2,0,0,0,1,Class_2
33161,1,0,1,3,0,0,0,0,0,0,1,0,1,0,0,9,0,2,0,0,0,5,0,3,0,2,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,4,1,1,0,0,0,0,2,1,0,0,0,14,1,0,1,0,0,13,1,2,0,0,0,5,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,Class_6
13878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_2
